MGI ID,Appr Gene (h),PSD95 Complex  ,NR Complex ,mGluR5 Complex,human ibaq protein group id,mouse ibaq protein group id,"iBAQ mPSD01 (Log2, normalised)","iBAQ mPSD02 (Log2, normalised)","iBAQ mPSD03 (Log2, normalised)","iBAQ hPSD01 (Log2, normalised)","iBAQ hPSD02 (Log2, normalised)","iBAQ hPSD03 (Log2, normalised)","iBAQ hPSD average (Log2, normalised)","iBAQ mPSD average (Log2, normalised)",Average fold change (mPSD from hDB/hPSD from mDB),t-test Significant (Perm 0.01),t-test p value
MGI:1306776,MAP1A,NO,NO,YES,642,1836,-1.938496,-1.810288,-1.79328,-1.257272,-2.428899,-3.967803,-2.5513246666666665,-1.8473546666666667,1.628981252075374,,0.421177183296115
MGI:1306778,MAP1B,NO,NO,YES,311,2397,-0.7764612,-0.7244479,-2.290522,1.270121,0.7282007,-0.1236372,0.6248948333333333,-1.2638103666666667,0.27004931614091754,,0.0447453892166298
MGI:1862037,SLC12A5,NO,NO,YES,1680,1994,-0.8232469,-1.310858,-1.349169,-2.047538,-2.706574,-1.838477,-2.1975296666666666,-1.1610913,2.051157630716943,,0.0292030182121253
MGI:1354961,SYNJ1,NO,NO,YES,1797,2379,-1.102461,-0.7035519,-1.104725,-0.4818526,-0.6764405,-0.1141065,-0.4241332,-0.9702459666666666,0.6848629563329911,,0.0616284822933357
MGI:109482,CACNA1A,NO,NO,YES,425,1833,-0.9264407,-1.310946,-0.2925929,-2.027439,-2.023815,-4.063402,-2.7048853333333334,-0.8433265333333333,3.6340009582589463,,0.065974606167493
MGI:1277113,PACS1,NO,NO,YES,1835,1502,-0.4028586,-0.8994927,-0.4181011,-1.995178,-1.638504,-1.122442,-1.5853746666666666,-0.5734841333333334,2.0165518950613666,,0.0283397085529626
MGI:1891917,YWHAB,NO,NO,YES,1348,1263,1.91266,1.634579,1.147456,2.120493,2.286515,2.179225,2.195411,1.5648983333333335,0.6459468350907824,,0.0511022852975642
MGI:891963,YWHAQ,NO,NO,YES,584,1831,1.515518,1.853333,1.27467,2.644229,1.927251,2.171003,2.2474943333333335,1.5478403333333333,0.6157198563973499,,0.0601079560630908
MGI:88106,ATP1A2,NO,NO,YES,116,1869,1.500092,0.9029546,1.672025,1.559711,0.9833942,1.07061,1.2045717333333334,1.3583572000000002,1.1124846782802902,,0.628634352481184
MGI:102788,RPH3A,NO,NO,YES,1003,105,1.599427,2.286441,2.704053,2.418254,1.645442,2.424841,2.1628456666666667,2.1966403333333333,1.02370119053756,,0.938725532664104
MGI:104653,ATP2B1,NO,NO,YES,678,2107,1.861712,1.978435,2.152361,1.286684,0.9593456,1.443051,1.2296935333333334,1.9975026666666666,1.7026821379767452,,0.00976975299209946
MGI:87919,ADD2,NO,NO,YES,631,1517,1.983568,2.161499,1.916536,2.583471,1.982701,2.25172,2.2726306666666667,2.0205343333333334,0.8396754232753546,,0.252059305485016
MGI:88543,CSNK2A1,NO,NO,YES,550,1828,2.798136,2.46968,2.246758,-1.746288,1.477629,0.688347,0.13989600000000002,2.504858,5.151390830715184,,0.073954266030339
MGI:87918,ADD1,NO,NO,YES,630,875,2.827123,2.664589,2.426524,2.933904,3.120327,2.886008,2.9800796666666667,2.639412,0.7896757722340385,,0.0671102805511845
MGI:99917,SLC1A3,NO,NO,YES,513,182,3.402001,3.046772,3.46862,1.737421,2.295971,1.348634,1.7940086666666666,3.3057976666666664,2.851634341142162,,0.00768130023440867
MGI:1099446,SYNPO,NO,NO,YES,1966,1850,3.496449,3.033741,4.260464,2.990348,3.741393,2.703455,3.145065333333333,3.5968846666666665,1.3677640100179915,,0.393518328154884
MGI:1313277,VAMP2,NO,NO,YES,2145,1210,4.744952,4.061357,3.581273,2.479694,3.488693,2.669303,2.8792299999999997,4.129193999999999,2.3783548814656776,,0.052518852028159
MGI:1919020,AP2B1,NO,NO,YES,2289,362,5.090728,5.045702,5.689309,4.2845,4.56512,4.323151,4.390923666666667,5.2752463333333335,1.845897784317416,,0.0171634577023777
MGI:1933179,SRCIN1,NO,NO,YES,1900,2389,5.448437,5.318789,5.023972,2.669449,2.451057,2.818823,2.646443,5.263732666666667,6.135962503593659,+,9.19799471127437e-05
MGI:87994,ALDOA,NO,NO,YES,2076,1012,6.129687,6.258807,6.548873,5.566912,6.084767,6.463492,6.038390333333333,6.312455666666668,1.2092104344326153,,0.395035108308677
MGI:1335094,SEPT7,NO,NO,YES,1022,1098,7.573534,7.457131,7.264431,6.963902,7.466314,6.89414,7.108118666666667,7.431698666666667,1.251432086436819,,0.18359173182743
MGI:1927152,SYNE1,NO,NO,NO,1517,1794,-7.904608,-7.232172,-9.381461,-9.328262,-8.087427,-8.818303,-8.744664,-8.172747,1.4864974619643858,,0.477034278002348
MGI:1924210,BCAS1,NO,NO,NO,811,2421,-5.495041,-7.428464,-6.8699,-0.5697999,0.3852068,-3.689347,-1.2913133666666667,-6.597801666666666,0.025268988051845857,,0.0174216824150142
MGI:1926079,TSC22D4,NO,NO,NO,2353,2356,-4.191247,-7.5723,-5.77847,-2.288034,-3.805626,-3.673377,-3.255679,-5.847339000000001,0.1658947343869992,,0.0762861348592352
MGI:1353598,MAPK8IP3,NO,NO,NO,129,359,-1.803488,-1.04272,-2.232284,0.991588,-0.6703464,2.196083,0.8391082,-1.6928306666666666,0.1729061552653159,,0.0482840369867439
MGI:1354953,MAGI2,NO,NO,NO,1836,1703,-6.618606,-5.026178,-4.071999,-3.834059,-3.72436,-4.711452,-4.089957,-5.238927666666666,0.45094685789251265,,0.227048186139474
MGI:2429765,DOCK1,NO,NO,NO,512,2263,-4.994033,-4.935254,-6.051207,-2.288782,-3.641119,-3.277675,-3.0691919999999997,-5.326831333333333,0.20911387088404237,,0.0141621857821774
MGI:2685817,HECW2,NO,NO,NO,563,1899,-5.349516,-4.878916,-4.80112,-5.017426,-5.431634,-4.495709,-4.981589666666666,-5.009850666666668,0.9806015859209546,,0.933956471352622
MGI:104976,DDX6,NO,NO,NO,957,83,-5.275095,-6.566226,-2.927995,-0.218635,0.1324478,0.3031214,0.0723114,-4.923105333333333,0.03134943531230898,,0.00971301332558339
MGI:107978,KLC1,NO,NO,NO,638,1792,-4.698226,-4.780078,-5.596972,-3.669388,-4.326087,-2.697152,-3.5642090000000004,-5.025092,0.3632707218072357,,0.0575783363129809
MGI:1920196,LRRC47,NO,NO,NO,1224,917,-5.811467,-4.685831,-4.074277,-2.047435,-1.352421,-1.624966,-1.6749406666666669,-4.857191666666667,0.11016585142251718,+,0.00435941133667828
MGI:108391,KIF1A,NO,NO,NO,2167,2147,-4.857681,-4.611534,-5.379619,-2.364701,-2.009229,-1.68883,-2.02092,-4.949611333333333,0.13133366402083452,+,0.000608585313703225
MGI:96892,LYN,NO,NO,NO,952,1237,-5.064178,-5.051373,-5.063752,-2.757139,-4.397531,-2.881937,-3.3455356666666667,-5.059767666666667,0.304764760312703,,0.0313374860562277
MGI:96828,LRP1,NO,NO,NO,652,339,-5.213892,-4.390759,-3.522085,-1.084918,-3.628045,-3.288477,-2.667146666666667,-4.375578666666667,0.30599245812666104,,0.141656660462561
MGI:97178,MAP4,NO,NO,NO,1903,1827,-5.004567,-4.360091,-3.771075,-1.464431,-2.136719,-1.786967,-1.7960389999999997,-4.378577666666666,0.1669469143092685,+,0.00312148418654989
MGI:2179061,PLXNA4,NO,NO,NO,1191,1011,-4.831254,-4.611272,-4.858665,-4.469515,-3.726802,-2.966483,-3.7209333333333334,-4.767063666666667,0.4842653440175521,,0.0765966402195648
MGI:99782,NT5E,NO,NO,NO,329,439,-4.965776,-4.085242,-5.003971,-2.575393,-2.709589,-3.796962,-3.027314666666667,-4.684996333333333,0.316948057969641,,0.0276245723512425
MGI:1915265,TRAP1,NO,NO,NO,956,781,-5.655481,-4.333228,-4.992113,-2.370965,-2.628259,-2.305627,-2.434950333333333,-4.993607333333333,0.1697334717334452,+,0.00290533466572973
MGI:2145950,SCRIB,NO,NO,NO,1944,662,-4.966621,-3.815511,-4.904648,-3.604269,-3.130329,-2.476817,-3.0704716666666667,-4.56226,0.35557151690520983,,0.0397706975297394
MGI:95834,PDIA3,NO,NO,NO,809,1233,-3.881337,-4.253026,-4.747842,-0.7972015,-0.3566434,-0.5589522,-0.5709323666666667,-4.294068333333334,0.07572240448927148,+,0.000188628750032782
MGI:2145043,KIAA0284,NO,NO,NO,1276,1733,-6.479861,-4.034206,-3.527148,-4.650852,-3.835801,-4.196404,-4.227685666666667,-4.680405,0.7306643213015703,,0.65576320746172
MGI:1337062,AP3S1,NO,NO,NO,502,1505,-3.574043,-4.022573,-5.295353,-2.797921,-1.696023,-3.454697,-2.649547,-4.2973230000000004,0.31913173834003256,,0.0861577457738874
MGI:97804,PTN,NO,NO,NO,1958,547,-4.061619,-4.663744,-4.664789,-1.794613,-4.871974,-2.95895,-3.208512333333333,-4.4633840000000005,0.41903084009866165,,0.243977536781083
MGI:1891808,TOLLIP,NO,NO,NO,1105,887,-3.707104,-4.165141,-4.621167,-2.807372,-2.617158,-2.354726,-2.5930853333333332,-4.164470666666666,0.3364851325888107,+,0.00595624586207566
MGI:103147,DYNC1H1,NO,NO,NO,2058,368,-4.427209,-4.969102,-2.918754,-2.862455,-3.887234,-5.059597,-3.9364286666666666,-4.105021666666667,0.8897099550151104,,0.857831367465962
MGI:1344375,PRKRA,NO,NO,NO,662,2064,-4.415082,-5.26366,-3.295442,-0.2269004,-0.9853093,-1.477146,-0.8964519000000001,-4.3247279999999995,0.0928936570292899,,0.00712674683362735
MGI:88475,COX5B,NO,NO,NO,682,243,-4.205608,-4.836797,-4.590926,-1.981669,-1.541793,-2.46356,-1.995674,-4.544443666666666,0.17090071445131555,+,0.00140153610146876
MGI:105941,MPP1,NO,NO,NO,1311,911,-4.398843,-2.74643,-5.018777,0.9358866,-1.321784,-1.095322,-0.4937398,-4.054683333333333,0.08473233675925528,,0.0226359751490741
MGI:2147627,YARS,NO,NO,NO,247,1411,-3.540573,-4.188634,-4.51379,-2.846041,-3.552624,-2.049361,-2.8160086666666664,-4.080999,0.41610215540676804,,0.0717622227572037
MGI:1920992,LIMA1,NO,NO,NO,312,134,-4.233893,-4.539837,-4.02068,-2.781225,-0.6465624,-2.255382,-1.8943898000000001,-4.264803333333333,0.19339018298895205,,0.0228806990712516
MGI:97838,EPRS,NO,NO,NO,458,1647,-3.8196,-4.480681,-4.393799,-2.880124,-3.25336,-4.094853,-3.4094456666666666,-4.23136,0.5656908209251351,,0.11861047667111
MGI:2663511,REPS2,NO,NO,NO,1850,1285,-4.026329,-3.719467,-4.441134,-3.42546,-1.622032,-2.922599,-2.656697,-4.06231,0.3774577308168512,,0.071369774899676
MGI:1920081,DHX30,NO,NO,NO,1954,613,-4.160416,-5.159415,-3.513172,-3.099719,-4.379741,-4.613377,-4.030945666666667,-4.277667666666667,0.8428092189086496,,0.731839736452164
MGI:1098268,KIF5B,NO,NO,NO,443,2101,-4.152569,-3.544207,-4.558432,-2.334011,-2.721809,-2.713084,-2.5896346666666665,-4.085069333333333,0.3546739639506123,,0.00962516631103139
MGI:2143230,PHLDB1,NO,NO,NO,1967,1551,-2.427666,-3.615514,-5.565278,-2.667966,-2.364883,-4.296083,-3.109644,-3.8694859999999998,0.5905610037930588,,0.525441624859188
MGI:1349762,DPYSL3,NO,NO,NO,2369,443,-4.083045,-3.283426,-4.567897,0.9366875,0.5509672,1.464188,0.9839475666666667,-3.978122666666667,0.03208248642494195,+,0.000413841300586304
MGI:2152938,SRGAP3,NO,NO,NO,1389,1542,-4.319434,-3.584363,-1.478877,-3.32645,-3.023287,-2.621819,-2.9905186666666665,-3.1275580000000005,0.9093834582239327,,0.88317835805988
MGI:2143424,C3orf39,NO,NO,NO,1231,1588,-4.046723,-3.606389,-3.649195,-2.81423,-2.907107,-2.683507,-2.801614666666667,-3.767435666666667,0.5119869702097247,+,0.00333600649841426
MGI:1914434,NDUFA13,NO,NO,NO,1446,1265,-4.000051,0.2447758,-4.183103,-2.267048,-2.210483,-2.696851,-2.3914606666666667,-2.6461260666666666,0.8381815090886653,,0.869520049807646
MGI:1921075,KLRAQ1,NO,NO,NO,1909,1351,-3.499937,-5.600006,-4.156731,-3.193342,-2.748112,-5.278125,-3.7398596666666664,-4.418891333333334,0.6245843532615849,,0.532972677253401
MGI:107685,PLXNA1,NO,NO,NO,2144,904,-3.936723,-3.522425,-3.495509,-2.667308,-1.458632,-1.64159,-1.92251,-3.6515523333333335,0.30165212835234795,,0.0126688711193894
MGI:2443306,TOM1L2,NO,NO,NO,2038,1503,-3.913467,-3.454512,-3.739562,-1.347039,-2.300601,-0.5510172,-1.3995524,-3.7025136666666665,0.20264672053734223,,0.0116710951130292
MGI:1916327,PSMD11,NO,NO,NO,1129,1051,-3.314358,-3.435676,-6.378493,-2.090164,-1.779104,-1.625747,-1.8316716666666668,-4.376175666666666,0.17140677031286577,,0.0655863253443054
MGI:1924462,WIPF2,NO,NO,NO,2021,1709,-3.458801,-3.772294,-4.079569,-2.418579,-3.537157,-1.423417,-2.4597176666666667,-3.770221333333333,0.403180098765561,,0.10850059562825
MGI:1347098,SLC27A1,NO,NO,NO,2034,378,-4.652761,-3.391865,-3.41896,-2.31835,-3.719508,-3.93355,-3.323802666666667,-3.8211953333333337,0.7083858665283331,,0.490136712429464
MGI:1919331,SNX12,NO,NO,NO,2022,2037,-2.950082,-3.385951,-4.921161,-1.029331,-0.9720672,-2.051896,-1.3510980666666665,-3.752398,0.18929393157429605,,0.0257101125241652
MGI:1929760,CDC42EP4,NO,NO,NO,522,540,-1.603296,-3.391958,-4.044807,-1.259154,-0.8390269,-2.25649,-1.4515569666666668,-3.0133536666666667,0.3387289736187526,,0.137277908936179
MGI:107422,HSPA4L,NO,NO,NO,1610,1448,-3.825571,-4.00385,-3.2843,-2.32371,-2.213623,-1.482678,-2.0066703333333336,-3.7045736666666667,0.30823373363724704,,0.00762217409285171
MGI:2385850,NOMO1,NO,NO,NO,1773,1049,-3.556726,-4.360642,-3.994466,-2.874372,-3.001414,-3.942216,-3.272667333333333,-3.970611333333333,0.6164500905434708,,0.163248066300318
MGI:2146320,DOCK10,NO,NO,NO,1801,1626,-3.411902,-3.260421,-4.059571,-3.545584,-2.591901,-2.821718,-2.9864010000000003,-3.5772980000000003,0.6639299782220187,,0.192725870895598
MGI:1913284,PSMD14,NO,NO,NO,791,161,-2.273913,-4.63221,-3.922033,-0.89965,-0.9420861,-1.807676,-1.2164707000000001,-3.6093853333333334,0.19039735825816553,,0.034365130541324
MGI:95401,EPB41,NO,NO,NO,1402,1761,-3.714279,-2.853927,-5.08691,2.169101,0.9771082,-1.002534,0.7145583999999999,-3.8850386666666665,0.041246140324430275,,0.0152456265623986
MGI:109279,NNT,NO,NO,NO,1816,1368,-3.109494,-3.107475,-7.202404,0.5279189,-0.07152102,0.226137,0.22751162666666666,-4.473124333333334,0.038456307106142375,,0.0268483032031634
MGI:1929214,AP3M2,NO,NO,NO,728,514,-4.561472,-2.607216,-3.724992,-0.9427093,-0.3046205,-0.2661603,-0.5044966999999999,-3.6312266666666666,0.11448813786725055,,0.00674377726948472
MGI:98931,EZR,NO,NO,NO,2333,1577,-3.500578,-2.798556,-5.053378,-0.8629521,-0.528379,-1.120514,-0.8372817,-3.784170666666667,0.12968747275122075,,0.0128065947891416
MGI:88474,COX5A,NO,NO,NO,802,395,-2.367873,-3.663042,-3.676913,-3.489334,-3.266621,-3.749993,-3.5019826666666667,-3.2359426666666664,1.2025025888871492,,0.590903177407131
MGI:95299,EIF2S1,NO,NO,NO,1443,2074,-3.456116,-3.832999,-2.362999,-1.647864,-2.607723,-1.709657,-1.9884146666666667,-3.217371333333334,0.4266258631592034,,0.0847829896873145
MGI:2145977,DIP2B,NO,NO,NO,2063,1595,-4.250914,-2.977521,-2.978661,-1.578804,-2.477942,-1.550275,-1.869007,-3.4023653333333335,0.345472233362461,,0.0425631227368262
MGI:105926,RAB5A,NO,NO,NO,749,767,-3.000463,-2.976115,-4.449587,-3.040994,-6.055197,-0.3129367,-3.1363758999999996,-3.4753883333333335,0.7905823032335628,,0.854061057210905
MGI:1201685,CTBP1,NO,NO,NO,442,623,-3.653651,-2.504288,-3.62659,-1.831419,-2.057572,-4.056505,-2.6484986666666663,-3.2615096666666665,0.6538306890394886,,0.487285021035825
MGI:106612,MYO1C,NO,NO,NO,369,2018,-3.07526,-2.961846,-3.614521,-5.840086,-1.694902,-4.862597,-4.132528333333333,-3.217209,1.8859864793158656,,0.510055534746554
MGI:1098641,WASF2,NO,NO,NO,2093,1029,-3.823967,-2.947303,-2.467978,-1.669573,-1.396612,-1.8827,-1.6496283333333333,-3.0797493333333334,0.37109976691439556,,0.027392316154442
MGI:107793,CRMP1,NO,NO,NO,2162,1396,-3.791039,-2.937551,-3.605432,-0.805575,-0.8899571,-0.1555707,-0.6170342666666666,-3.4446740000000005,0.14086257506626507,+,0.00124565132345134
MGI:106015,COX7A2L,NO,NO,NO,715,237,-2.531544,-3.666169,-3.533011,-1.81738,-2.693829,-2.14692,-2.2193763333333334,-3.243574666666667,0.49168343858385644,,0.0804262970340424
MGI:1890662,SLC9A3R2,NO,NO,NO,1868,1345,-3.334721,-2.855865,-1.992238,-0.2340926,0.2346382,0.2212949,0.07394683333333332,-2.727608,0.14343262963629597,+,0.00267053971009767
MGI:1924233,SCFD1,NO,NO,NO,1189,1092,-3.32618,-3.429522,-2.951011,-2.899526,-2.517852,-2.26811,-2.5618293333333333,-3.2355709999999998,0.6268787509743156,,0.045148967943609
MGI:1194884,EVL,NO,NO,NO,1225,63,-4.521744,-2.838253,-2.69061,-3.466765,-2.065337,-0.769109,-2.100403666666667,-3.3502023333333333,0.4205068867957982,,0.269381555491542
MGI:1923992,SNX27,NO,NO,NO,2177,116,-3.293899,-2.973586,-2.051413,-1.995492,-1.019716,-0.899525,-1.3049110000000002,-2.7729660000000003,0.3614692930455858,,0.0448382583895461
MGI:104563,NAPA,NO,NO,NO,321,331,-3.452028,-2.819718,-3.152893,-2.843156,-1.632098,-2.857235,-2.444163,-3.1415463333333338,0.616689704720496,,0.192329328702648
MGI:1917173,AGK,NO,NO,NO,616,169,-5.602952,-2.805159,0.3224919,0.0929126,-3.853326,-3.273425,-2.3446128,-2.695206366666667,0.7842613635933936,,0.875958577582217
MGI:107283,RAB6B,NO,NO,NO,750,1705,-3.273602,-2.260935,-3.848767,0.1931213,-0.2024301,-0.8312664,-0.2801917333333333,-3.127768,0.13892938998081994,,0.00669144822452261
MGI:1341872,TJP2,NO,NO,NO,137,1520,-3.123329,-3.63097,-3.446608,-2.353396,-3.320199,-2.633817,-2.7691373333333336,-3.400302333333333,0.6456548278474329,,0.122584049154216
MGI:1859251,DCTN3,NO,NO,NO,464,1597,-1.359662,-3.681905,-3.444888,-1.142,-1.074175,-1.694828,-1.3036676666666667,-2.828818333333333,0.347443268114688,,0.11643574815643
MGI:1914514,NDUFB8,NO,NO,NO,922,1751,-1.076372,-2.74763,-5.071582,0.09069734,-0.705774,-2.016397,-0.8771578866666667,-2.9651946666666666,0.2352005306106692,,0.186504146147238
MGI:106271,MAPRE2,NO,NO,NO,2418,2383,-4.582556,-2.725718,-3.024456,0.9608708,0.3533924,1.591418,0.9685604,-3.444243333333334,0.04694763411781484,+,0.00286934208068668
MGI:106054,PSMC1,NO,NO,NO,392,814,-2.906891,-3.196901,-3.388758,-3.411819,-1.813359,-1.941535,-2.388904333333333,-3.164183333333334,0.5842756214233678,,0.218469750887021
MGI:106039,DTNA,NO,NO,NO,57,1056,-3.190214,-2.847354,-2.356168,-1.816475,-1.301454,-2.747837,-1.9552553333333336,-2.797912,0.5576157952784979,,0.15900669442117
MGI:1349390,PCLO,NO,NO,NO,1951,1103,-3.640098,-2.707981,-2.647852,-4.714241,-4.733729,-7.080576,-5.509515333333334,-2.9986436666666667,5.699643428600249,,0.0416137618372872
MGI:1337060,AP3S2,NO,NO,NO,804,469,-2.052241,-2.968403,-3.364392,-2.446823,-2.658166,-2.754314,-2.6197676666666667,-2.795012,0.8856175191378121,,0.683232483685584
MGI:107689,KIF3A,NO,NO,NO,42,1390,-3.162534,-2.514563,-3.510984,-2.971611,-1.881697,-3.439739,-2.7643489999999997,-3.0626936666666666,0.813184901205997,,0.613909967586133
MGI:1098229,KIF17,NO,NO,NO,42,1390,-3.162534,-2.514563,-3.510984,-2.971611,-1.881697,-3.439739,-2.7643489999999997,-3.0626936666666666,0.813184901205997,,0.613909967586133
MGI:99218,CDH4,NO,NO,NO,763,736,-2.923388,-2.673719,-4.070426,-3.144947,-2.972378,-2.084687,-2.734004,-3.2225110000000003,0.7127623317191273,,0.41770324560708
MGI:1336997,LANCL1,NO,NO,NO,201,742,-3.142401,-3.02484,-2.360564,0.4241932,-1.61067,0.2087895,-0.3258957666666667,-2.842601666666667,0.1747414897047971,,0.0217971181943828
MGI:1923760,TRAPPC9,NO,NO,NO,1281,1917,-3.07917,-3.146748,-2.626451,-2.896963,-4.167159,-3.237482,-3.433868,-2.9507896666666666,1.397722861290854,,0.307319831676864
MGI:99431,ARF1,NO,NO,NO,1321,1026,-0.5993139,-2.603954,-5.061377,0.7556896,0.5641935,-1.214523,0.03512003333333332,-2.7548816333333335,0.14458585595593373,,0.123710595645242
MGI:105089,HSD17B4,NO,NO,NO,633,1615,-3.157359,-2.5981,-2.951447,-0.4039384,-0.1852605,-2.149782,-0.9129936333333334,-2.902302,0.2518596009999581,,0.0363890338253496
MGI:1914915,DCTN4,NO,NO,NO,2143,1444,-3.282963,-2.597884,-2.353514,-5.028605,-1.44361,-1.658541,-2.710252,-2.744787,0.9763463996330171,,0.978305393171424
MGI:99256,HDLBP,NO,NO,NO,702,486,-2.500782,-2.566218,-5.177561,-1.726003,-0.8481872,-0.6080804,-1.0607568666666667,-3.414853666666667,0.19558982157261903,,0.0673601002642192
MGI:1913944,UQCRFS1,NO,NO,NO,861,808,-2.195095,-2.547713,-5.598338,-3.719469,-5.39301,-2.124318,-3.7455990000000003,-3.447048666666667,1.2299079409229567,,0.845306104399333
MGI:1931834,NCKIPSD,NO,NO,NO,322,2019,-3.003452,-3.011696,-2.350693,-2.619231,-1.475695,-2.060512,-2.0518126666666667,-2.7886136666666665,0.6000684566943143,,0.136421664490038
MGI:94907,DMWD,NO,NO,NO,2321,2358,-2.478097,-2.520189,-3.686697,-2.436606,-3.305012,-2.462699,-2.7347723333333334,-2.8949943333333334,0.8948873562527334,,0.759160454426895
MGI:1913906,EEF1D,NO,NO,NO,734,326,-2.948989,-4.260815,-3.176561,-2.196016,-1.8719,-2.538705,-2.202207,-3.4621216666666665,0.41756865756830536,,0.048255584326012
MGI:1924750,PPFIA1,NO,NO,NO,1181,2396,-4.025722,-2.511096,-1.655684,-4.297247,-4.198003,-3.637278,-4.044175999999999,-2.730834,2.485165618001715,,0.143353308279589
MGI:96912,MAG,NO,NO,NO,841,1240,-2.982965,-3.954044,-2.822184,-1.78003,-3.498215,-4.022985,-3.10041,-3.253064333333333,0.8995938270979668,,0.851389522171462
MGI:88057,APOE,NO,NO,NO,685,1526,-2.594333,-2.497008,-3.736627,-1.699394,-1.129571,-1.726734,-1.5185663333333335,-2.942656,0.37265443468804405,,0.0324525753733116
MGI:104750,NRCAM,NO,NO,NO,1802,1639,-2.967385,-3.031369,-2.742427,-2.404322,-2.15266,-1.318662,-1.9585479999999997,-2.913727,0.5157775914293149,,0.0481805966589408
MGI:1931027,STX12,NO,NO,NO,1772,119,-1.908097,-2.963796,-3.138618,-2.200692,-3.295637,-3.481405,-2.992578,-2.6701703333333335,1.2504155863528739,,0.592084547400321
MGI:1335107,CYTH3,NO,NO,NO,473,1306,-2.793196,-3.216795,-3.11781,-1.315357,-2.21677,-0.7169216,-1.4163495333333334,-3.042600333333333,0.3239289242338837,,0.0231725424309808
MGI:2385189,RAP1GDS1,NO,NO,NO,2170,1377,-3.78482,-2.181549,-3.092095,-0.5114818,-0.230611,1.10307,0.12032573333333334,-3.0194880000000004,0.11345454160931441,,0.00994317528159416
MGI:1339639,OGT,NO,NO,NO,2173,2329,-2.892967,-3.605215,-2.793514,0.8418907,-0.2162507,-0.4614902,0.05471659999999998,-3.097232,0.11250424942775614,+,0.00266835646161878
MGI:1100869,AP3B2,NO,NO,NO,204,1863,-2.87549,-2.395188,-2.402527,0.0237442,-0.8112065,-0.5318563,-0.43977286666666665,-2.557735,0.23037209308655965,+,0.00192654610087595
MGI:1890467,VPS35,NO,NO,NO,606,108,-2.836373,-3.174112,-2.188131,-1.27681,0.05030287,-1.188035,-0.8048473766666667,-2.732872,0.2627887420620737,,0.0202952019642328
MGI:96916,MAOB,NO,NO,NO,1743,1121,-2.82548,-3.164484,-2.822662,-1.864973,1.138945,0.4657931,-0.08674496666666663,-2.937542,0.13861958088148918,,0.035930022195318
MGI:1330826,ATP9A,NO,NO,NO,775,256,-3.112607,-2.347579,-2.450487,-2.32079,-2.925175,-3.464212,-2.903392333333333,-2.636891,1.202887176910853,,0.549350144724516
MGI:1914963,DNAJC19,NO,NO,NO,1702,2144,-1.561268,-3.786548,-3.010028,1.344702,-2.420305,-0.6669581,-0.5808536999999999,-2.785948,0.21687049584953577,,0.157066204268451
MGI:1923520,FAM49B,NO,NO,NO,1698,433,-2.649286,-2.339056,-3.174014,0.8910506,0.4932336,-0.05316465,0.44370651666666666,-2.720785333333333,0.11153034153251443,+,0.000988814941587535
MGI:3036247,LMTK2,NO,NO,NO,1374,871,-1.741002,-2.381624,-2.994304,-3.808474,-4.486466,-5.378117,-4.557685666666667,-2.37231,4.548452120622907,,0.0197452113484134
MGI:1918982,VPS11,NO,NO,NO,2429,1213,-2.778468,-3.192517,-1.112679,-1.51645,-2.748015,-2.30117,-2.188545,-2.3612213333333334,0.8871953238885828,,0.824738312463065
MGI:1924823,VPS33A,NO,NO,NO,1092,848,-2.880597,-2.275826,-2.677201,-1.989838,-2.668397,-2.036701,-2.2316453333333333,-2.611208,0.7686705673335428,,0.249324143917175
MGI:101924,SLC12A2,NO,NO,NO,720,856,-2.721524,-3.160421,-2.483474,-0.8855013,-4.563272,-2.668191,-2.705654766666667,-2.7884729999999998,0.9442113738412709,,0.942568051087842
MGI:97749,PPIA,NO,NO,NO,1994,2096,-1.794802,-3.106905,-2.893475,2.085007,3.053485,2.375116,2.504536,-2.5983940000000003,0.029098124935271617,+,0.000509666293844857
MGI:1923396,STX16,NO,NO,NO,738,1119,-2.630841,-3.100102,-2.887286,-4.768187,-5.739843,-3.764657,-4.7575623333333334,-2.872743,3.693066736416194,,0.0324121485743426
MGI:103249,CALM3,NO,NO,NO,1097,2283,-2.693874,-3.911212,-1.358625,-0.6567826,0.005612729,-0.3909625,-0.34737745700000006,-2.6545703333333335,0.20205320256217274,,0.0388396608588184
MGI:103250,CALM2,NO,NO,NO,1097,2283,-2.693874,-3.911212,-1.358625,-0.6567826,0.005612729,-0.3909625,-0.34737745700000006,-2.6545703333333335,0.20205320256217274,,0.0388396608588184
MGI:2388662,PLEKHA6,NO,NO,NO,260,1325,-2.69005,-2.711371,-2.161042,-1.733835,-1.25687,-1.176925,-1.38921,-2.520821,0.4564057903167117,,0.0106418835933657
MGI:894291,ACSL6,NO,NO,NO,2225,2145,-3.008413,-2.197031,-2.542639,-1.485617,-1.79984,-2.516298,-1.9339183333333334,-2.582694333333333,0.6378212194431357,,0.167308812679727
MGI:1354721,SLC25A13,NO,NO,NO,248,865,-2.296677,-2.171775,-5.712932,-0.6400325,-2.463077,-2.657343,-1.9201508333333335,-3.3937946666666665,0.3600717116921809,,0.328768804435896
MGI:1933169,SACM1L,NO,NO,NO,706,62,-2.822564,-2.114251,-2.018548,-5.324125,-1.70521,-0.7079331,-2.579089366666667,-2.318454333333333,1.1980059167172452,,0.863783285137796
