Table S2.  Average Fst G. soja vs. Landraces and Fst Elite cultivars vs. Landraces in 100kbp windows along each chromosome,,,,
Chromosome,Start position,End position,Average Fst G. soja vs. Landraces,Average Fst Elite cultivars vs. Landraces
Gm04,27800001,27900000,0.22136,0.16294
Gm04,27900001,28000000,0.08679,0
Gm04,28000001,28100000,0.170773333333333,0.20941
Gm04,28100001,28200000,0.21041,0
Gm04,28200001,28300000,0.265775,0.092035
Gm04,28300001,28400000,0,0.35618
Gm04,28400001,28500000,0.31304,0.241985
Gm04,28600001,28700000,0.09762,0.16033
Gm04,28700001,28800000,0.11916,0.15105
Gm04,28800001,28900000,0.29476,0.08749
Gm04,28900001,29000000,0.3221,0.079875
Gm04,29000001,29100000,0.08411,0.15389
Gm04,29100001,29200000,0.47642,0.01053
Gm04,29200001,29300000,0.45119,0.01053
Gm04,29300001,29400000,0.15546,0.16445
Gm04,29500001,29600000,0.22156,0.00428
Gm04,29600001,29700000,0.097065,0.06541
Gm04,29700001,29800000,0.16582,0.00218
Gm04,29800001,29900000,0.079015,0.068355
Gm04,29900001,30000000,0.14732,0.00216
Gm04,30000001,30100000,0.01965,0.11005
Gm04,30100001,30200000,0.101515,0.05633
Gm04,30200001,30300000,0.0616,0.13042
Gm04,30300001,30400000,0.0382,0.16287
Gm04,30400001,30500000,0.155175,0.004905
Gm04,30500001,30600000,0.12879,0.00416
Gm04,30600001,30700000,0.1578,0.00218
Gm04,30700001,30800000,0.1623,0.00218
Gm04,30800001,30900000,0.104875,0.0726
Gm04,30900001,31000000,0.23904,0.00218
Gm04,31000001,31100000,0.16279,0.00204
Gm04,31200001,31300000,0.16546,0.004095
Gm04,31300001,31400000,0.1623,0.00416
Gm04,31400001,31500000,0.16279,0.00204
Gm04,31500001,31600000,0.1515,0.00218
Gm04,31600001,31700000,0.16956,0.12686
Gm04,31700001,31800000,0.03758,0.24492
Gm04,31800001,31900000,0.05714,0.13249
Gm04,31900001,32000000,0.246343333333333,0.05155
Gm04,32000001,32100000,0.149375,0.002205
Gm04,32100001,32200000,0.02903,0.12686
Gm04,32200001,32300000,0.07926,0.15951
Gm04,32300001,32400000,0.04093,0.14104
Gm04,32400001,32500000,0.01474,0.14104
Gm04,32600001,32700000,0.06436,0.13042
Gm04,32700001,32800000,0.16567,0.11035
Gm04,32800001,32900000,0.15185,0.03137
Gm04,32900001,33000000,0.094725,0.078455
Gm04,33000001,33100000,0.55701,0.00069
Gm04,33200001,33300000,0.1812,0.14985
Gm04,33300001,33400000,0,0.38349
Gm04,33400001,33500000,0.437735,0.08435
Gm04,33500001,33600000,0.10114,0.153515
Gm04,33600001,33700000,0.58587,0.00553
Gm04,33700001,33800000,0,0.45096
Gm04,33800001,33900000,0.80579,0
Gm04,34000001,34100000,0.19253,0
Gm04,34200001,34300000,0.22477,0
Gm04,34400001,34500000,0.30247,0
Gm04,34600001,34700000,0.31108,0
Gm04,34800001,34900000,0.306805,0.086105
Gm04,34900001,35000000,0.43515,0.01053
Gm04,35000001,35100000,0.16962,0.14862
Gm04,35100001,35200000,0.195075,0.17155
Gm04,35200001,35300000,0.309975,0.096445
Gm04,35400001,35500000,0.282495,0.09658
Gm04,35500001,35600000,0.249765,0.07626
Gm04,35800001,35900000,0.36422,0.29483
Gm04,35900001,36000000,0.08551,0.17155
Gm04,36000001,36100000,0.321355,0.07515
Gm04,36100001,36200000,0.25183,0.079875
Gm04,36200001,36300000,0.253675,0.076975
Gm04,36300001,36400000,0.26726,0.246296666666667
Gm04,36400001,36500000,0.18624,0.27895
Gm04,36500001,36600000,0.17297,0.26976
Gm04,36600001,36700000,0.287935,0.23702
Gm04,36700001,36800000,0,0.26225
Gm04,36800001,36900000,0,0
Gm04,36900001,37000000,0.00354,0.14875
Gm04,37000001,37100000,0.117285,0.282635
Gm04,37100001,37200000,0.09465,0.00895
Gm04,37200001,37300000,0,0.226725
Gm04,37300001,37400000,0.0479,0.12962
Gm04,37400001,37500000,0.0455233333333333,0.168183333333333
Gm04,37500001,37600000,0.023515,0.1032
Gm04,37600001,37700000,0.055365,0.176935
Gm04,37700001,37800000,0.03986,0.201843333333333
Gm04,37800001,37900000,0.01877,0.22397
Gm04,38000001,38100000,0.0303,0.25694
Gm04,38100001,38200000,0.340305,0.122115
Gm04,38200001,38300000,0.0578,0.191425
Gm04,38300001,38400000,0.141766666666667,0.318916666666667
Gm04,38400001,38500000,0.00111,0.16707
Gm04,38500001,38600000,0.01075,0.26633
Gm04,38800001,38900000,0,0.09321
Gm04,38900001,39000000,0.34396,0
Gm04,39000001,39100000,0.072115,0.1248325
Gm04,39100001,39200000,0.09473,0.19261
Gm04,39200001,39300000,0.04773,0.027515
Gm04,39300001,39400000,0.337135,0.098455
Gm04,39400001,39500000,0.3104,0.12166
Gm04,39500001,39600000,0.152463333333333,0.0895233333333333
Gm04,39600001,39700000,0.31241,0.0524666666666667
Gm04,39700001,39800000,0.329345,0.07369
Gm04,39800001,39900000,0.04996,0.16274
Gm04,39900001,40000000,0.68112,0.1308
Gm04,40300001,40400000,0.116585,0.08713
Gm04,40400001,40500000,0.365355,0.173685
Gm04,40500001,40600000,0.37335875,0.16177
Gm04,40600001,40700000,0.126846153846154,0.137420769230769
Gm04,40700001,40800000,0.3827275,0.1328075
Gm04,40800001,40900000,0.245964,0.081954
Gm04,40900001,41000000,0.0996928571428571,0.300967142857143
Gm04,41000001,41100000,0.161716666666667,0.15516
Gm04,41100001,41200000,0.80179,0
Gm04,41200001,41300000,0.48381,0.008193
Gm04,41300001,41400000,0.414872,0.064872
Gm04,41400001,41500000,0.2866275,0.082645
Gm04,41500001,41600000,0.363376363636364,0.0990836363636363
Gm04,41600001,41700000,0.222027777777778,0.104745555555556
Gm04,41700001,41800000,0.410055714285714,0.0947557142857143
Gm04,41800001,41900000,0.370008888888889,0.0966166666666667
Gm04,41900001,42000000,0.469196,0.093794
Gm04,42000001,42100000,0.32052,0.088848
Gm04,42100001,42200000,0.149857,0.081777
Gm04,42200001,42300000,0.113666666666667,0.0535883333333333
Gm04,42300001,42400000,0.36549,0.02677
Gm04,42400001,42500000,0.33465,0.05678
Gm04,42500001,42600000,0.88577,0
Gm04,42600001,42700000,0.877506666666667,0
Gm04,42700001,42800000,0.30493875,0.1705875
Gm04,42800001,42900000,0.181776428571429,0.180425714285714
Gm04,42900001,43000000,0.222595,0.329619166666667
Gm04,43000001,43100000,0.1255705,0.254353
Gm04,43100001,43200000,0.13637,0.232938333333333
Gm04,43200001,43300000,0.214348571428571,0.0924085714285714
Gm04,43300001,43400000,0.04333,0.17402
Gm04,43400001,43500000,0.606126666666667,0.0152033333333333
Gm04,43500001,43600000,0.23783,0.172651666666667
Gm04,43600001,43700000,0.218757272727273,0.0295754545454545
Gm04,43700001,43800000,0.141191428571429,0.0330471428571429
Gm04,43800001,43900000,0.113639090909091,0.0781036363636364
Gm04,43900001,44000000,0.354526923076923,0.142096923076923
Gm04,44000001,44100000,0.1918325,0.12117
Gm04,44100001,44200000,0.25887052631579,0.00862105263157895
Gm04,44200001,44300000,0.321596875,0.0172275
Gm04,44300001,44400000,0.363284444444444,0.01171
Gm04,44400001,44500000,0.55137,0.03202
Gm04,44500001,44600000,0.24555,0.07505
Gm04,44600001,44700000,0.21759,0
Gm04,44700001,44800000,0.08324,0.144506666666667
Gm04,44800001,44900000,0.474333333333333,0.22863
Gm04,44900001,45000000,0.4980825,0.0793375
Gm04,45000001,45100000,0.379277777777778,0.118045555555556
Gm04,45100001,45200000,0.126217692307692,0.0865776923076923
Gm04,45200001,45300000,0.116117,0.019797
Gm04,45300001,45400000,0.235267857142857,0.299934285714286
Gm04,45400001,45500000,0.427036,0.107822
Gm04,45500001,45600000,0.280782857142857,0.266464285714286
Gm04,45600001,45700000,0.514073333333333,0.140553333333333
Gm04,45700001,45800000,0.7184475,0.036465
Gm04,45800001,45900000,0.533876666666667,0.0143333333333333
Gm04,45900001,46000000,0.216036666666667,0.043695
Gm04,46000001,46100000,0.312144444444444,0.06298
Gm04,46100001,46200000,0.30423,0.07623
Gm04,46200001,46300000,0.177094285714286,0.0943171428571429
Gm04,46300001,46400000,0.153666153846154,0.0682407692307692
Gm04,46400001,46500000,0.08901,0.0346883333333333
Gm04,46500001,46600000,0.330001111111111,0.0670877777777778
Gm04,46600001,46700000,0.08058,0.10692
Gm04,46700001,46800000,0.215677857142857,0.0801607142857143
Gm04,46800001,46900000,0.143203076923077,0.153253846153846
Gm04,46900001,47000000,0.2242,0.0216477777777778
Gm04,47000001,47100000,0.177936666666667,0.184461666666667
Gm04,47100001,47200000,0.211566666666667,0.0826866666666667
Gm04,47200001,47300000,0.129975,0.0273025
Gm04,47300001,47400000,0.221602857142857,0.0317285714285714
Gm04,47400001,47500000,0.190076666666667,0.199028333333333
Gm04,47500001,47600000,0.30767,0.1341
Gm04,47600001,47700000,0.051816,0.187408
Gm04,47700001,47800000,0.007495,0.0439133333333333
Gm04,47800001,47900000,0.05379,0.14883
Gm04,47900001,48000000,0.124685,0.0702283333333333
Gm04,48000001,48100000,0.173873636363636,0.114373636363636
Gm04,48100001,48200000,0.0560227272727273,0.0721390909090909
Gm04,48200001,48300000,0.288041666666667,0.0978633333333333
Gm04,48300001,48400000,0.2395875,0.083045
Gm04,48400001,48500000,0.45645125,0
Gm04,48500001,48600000,0.23347,0.04801
Gm04,48600001,48700000,0.48808,0.119873333333333
Gm04,48700001,48800000,0.292164,0.06934
Gm04,48800001,48900000,0.181294545454545,0.00766727272727273
Gm04,48900001,49000000,0.52733,0.11011
Gm04,49000001,49100000,0.056285,0.2751
Gm04,49100001,49200000,0.6197025,0.04764
Gm05,100001,200000,0.4357,0.00682
Gm05,200001,300000,0.20059,0.068218
Gm05,300001,400000,0,0
Gm05,400001,500000,0.30617,0.00192
Gm05,500001,600000,0.14855,0
Gm05,600001,700000,0.153952777777778,0.0300261111111111
Gm05,700001,800000,0.179085,0.048675
Gm05,800001,900000,0.475795714285714,0.0253228571428571
Gm05,900001,1000000,0.11015,0.016472
Gm05,1000001,1100000,0.146848965517241,0.0197465517241379
Gm05,1100001,1200000,0.12843,0.00878923076923077
Gm05,1200001,1300000,0.182644166666667,0.00389333333333333
Gm05,1300001,1400000,0.209605555555556,0.0409744444444444
Gm05,1400001,1500000,0.130906956521739,0.0101565217391304
Gm05,1500001,1600000,0.229521578947368,0.0383826315789474
Gm05,1600001,1700000,0.103155,0.0534875
Gm05,1700001,1800000,0.273045294117647,0.0729188235294118
Gm05,1800001,1900000,0.163454285714286,0.196237142857143
Gm05,1900001,2000000,0.179545,0.266725
Gm05,2000001,2100000,0.212079230769231,0.17246
Gm05,2100001,2200000,0.495896666666667,0.054325
Gm05,2200001,2300000,0.72674,0.02481
Gm05,2300001,2400000,0.282538,0.144196
Gm05,2400001,2500000,0.04255,0.173385
Gm05,2500001,2600000,0.24006,0.103826666666667
Gm05,2600001,2700000,0.139806666666667,0.0647111111111111
Gm05,2700001,2800000,0.148682,0.05578
Gm05,2800001,2900000,0.579424285714286,0.0618371428571429
Gm05,2900001,3000000,0.105675,0.0355275
Gm05,3000001,3100000,0.449881111111111,0.0393744444444444
Gm05,3100001,3200000,0.19187,0.043966
Gm05,3200001,3300000,0.442945,0
Gm05,3400001,3500000,0.17132625,0.18034
Gm05,3500001,3600000,0.380547692307692,0.199482307692308
Gm05,3600001,3700000,0.360225333333333,0.23897
Gm05,3700001,3800000,0.418981666666667,0.013695
Gm05,3800001,3900000,0.409646666666667,0.0105266666666667
Gm05,3900001,4000000,0.382091666666667,0.21864
Gm05,4000001,4100000,0.398403333333333,0.0914066666666667
Gm05,4100001,4200000,0.8291825,0
Gm05,4200001,4300000,0.80308,0
Gm05,4300001,4400000,0.856672857142857,0
Gm05,4400001,4500000,0.92372,0
Gm05,4500001,4600000,0.953226666666667,0
Gm05,4600001,4700000,0.68524,0
Gm05,4700001,4800000,0.74394,0
Gm05,4800001,4900000,0.8556925,0
Gm05,4900001,5000000,0.81765,0
Gm05,5000001,5100000,0.62296,0
Gm05,5100001,5200000,0.5109075,0.00306
Gm05,5200001,5300000,0.93473,0.01036
Gm05,5300001,5400000,0.76245,0
Gm05,5400001,5500000,0.88142,0
Gm05,5500001,5600000,0.804396666666667,0
Gm05,5600001,5700000,0.6188825,0
Gm05,5800001,5900000,0.631877,0
Gm05,5900001,6000000,0.590126,0
Gm05,6000001,6100000,0.67749,0
Gm05,6100001,6200000,0.63276,0
Gm05,6200001,6300000,0.732165,0
Gm05,6300001,6400000,0.77752,0
Gm05,6400001,6500000,0.709356666666667,0
Gm05,6500001,6600000,0.6991,0
Gm05,6600001,6700000,0.64763,0
Gm05,6700001,6800000,0.62619,0
Gm05,6800001,6900000,0.61171,0
Gm05,7100001,7200000,0.79628,0
Gm05,7200001,7300000,0.79873,0
Gm05,7300001,7400000,0.61694,0
Gm05,7400001,7500000,0.13504,0.06521
Gm05,7500001,7600000,0.29498,0.0852033333333333
Gm05,7600001,7700000,0.25614,0.013015
Gm05,7700001,7800000,0.32628,0.05044
Gm05,7800001,7900000,0.0650575,0.092165
Gm05,7900001,8000000,0.249115,0.039495
Gm05,8000001,8100000,0.434805,0.1168975
Gm05,8100001,8200000,0.204268333333333,0.0605833333333333
Gm05,8200001,8300000,0.212715,0.360965
Gm05,8400001,8500000,0.241608,0.222202
Gm05,8500001,8600000,0.215754285714286,0.208205714285714
Gm05,8600001,8700000,0.10379625,0.052150625
Gm05,8700001,8800000,0.153217,0.026131
Gm05,8800001,8900000,0.173972727272727,0.0588918181818182
Gm05,8900001,9000000,0.07295375,0.06617
Gm05,9000001,9100000,0.230705,0.134205
Gm05,9100001,9200000,0.071235,0.15072
Gm05,9200001,9300000,0.7686,0
Gm05,9400001,9500000,0.46304,0
Gm05,9900001,10000000,0.957,0
Gm05,10200001,10300000,0.92458,0
Gm05,10600001,10700000,0.6187,0
Gm05,10700001,10800000,0.81196,0
Gm05,10800001,10900000,0.8148,0
Gm05,10900001,11000000,0.6199,0
Gm05,11000001,11100000,0.467445,0
Gm05,11100001,11200000,0.27188,0
Gm05,11200001,11300000,0.7785,0
Gm05,11300001,11400000,0.32981,0
Gm05,11400001,11500000,0.5683,0
Gm05,11700001,11800000,0.37275,0
Gm05,11800001,11900000,0.59869,0
Gm05,11900001,12000000,0.94649,0
Gm05,12000001,12100000,0.58907,0
Gm05,12100001,12200000,0.6018,0
Gm05,12700001,12800000,0.59376,0
Gm05,12900001,13000000,0.176585,0.0212
Gm05,13100001,13200000,0.31256,0
Gm05,13700001,13800000,0.925,0
Gm05,14200001,14300000,0.59096,0
Gm05,14300001,14400000,0.80863,0.000115
Gm05,14400001,14500000,0.94708,0
Gm05,14600001,14700000,0.94649,0
Gm05,14700001,14800000,0.73174,0
Gm05,15000001,15100000,0.732296666666667,0
Gm05,15100001,15200000,0.94368,0
Gm05,15300001,15400000,0.94404,0
Gm05,15400001,15500000,0.19049,0.07927
Gm05,15500001,15600000,0.94649,0
Gm05,15700001,15800000,0.94621,0.00011
Gm05,15800001,15900000,0.94649,0
Gm05,15900001,16000000,0.63071,0
Gm05,16000001,16100000,0.661255,0
Gm05,16300001,16400000,0.94678,0
Gm05,17500001,17600000,0.86303,0
Gm05,17600001,17700000,0.87051,0
Gm05,17900001,18000000,0.84795,0
Gm05,18200001,18300000,0.40021,0
Gm05,18300001,18400000,0.957,0
Gm05,18400001,18500000,0.886225,0
Gm05,18600001,18700000,0.83527,0
Gm05,19100001,19200000,0.93468,0.00011
Gm05,19400001,19500000,0.93465,0
Gm05,19500001,19600000,0.93539,0
Gm05,23500001,23600000,0.940795,5.5e-05
Gm05,23700001,23800000,0.588785,0
Gm05,23900001,24000000,0.34041,0.0284
Gm05,24100001,24200000,0.50896,0
Gm05,24400001,24500000,0.45481,0
Gm05,24600001,24700000,0,0
Gm05,24900001,25000000,0.100655,0
Gm05,25000001,25100000,0.66483,0
Gm05,25300001,25400000,0.16661,0
Gm05,25500001,25600000,0.50692,0
Gm05,25600001,25700000,0.64698,0
Gm05,25700001,25800000,0.272,0
Gm05,25900001,26000000,0.50551,0
Gm05,26000001,26100000,0.6114,0
Gm05,26200001,26300000,0.724765,0
Gm05,26500001,26600000,0.73786,0
Gm05,26600001,26700000,0.51827,0
Gm05,26700001,26800000,0.255048,0.009188
Gm05,26900001,27000000,0.34246,0
Gm05,27000001,27100000,0.34931,0.02775
Gm05,27100001,27200000,0.494875,0.013875
Gm05,27200001,27300000,0.256005,0.072105
Gm05,27300001,27400000,0.4120275,0.008285
Gm05,27400001,27500000,0.33103,0
Gm05,27500001,27600000,0.306026666666667,0.0161333333333333
Gm05,27600001,27700000,0.149535,0.01492
Gm05,27700001,27800000,0.151895,0.04708
Gm05,27800001,27900000,0.38193,0.023425
Gm05,27900001,28000000,0.00695,0.06538
Gm05,28000001,28100000,0.155532,0.062998
Gm05,28100001,28200000,0.4066,0.01827
Gm05,28200001,28300000,0.09584,0.06674
Gm05,28300001,28400000,0.29413,0.039305
Gm05,28400001,28500000,0.0832925,0.0508675
Gm05,28500001,28600000,0.239675,0.0265625
Gm05,28600001,28700000,0.299555,0.069
Gm05,28700001,28800000,0.258574,0.001562
Gm05,28800001,28900000,0.295858,0.00685
Gm05,28900001,29000000,0.32575,0.01498
Gm05,29000001,29100000,0.800985,0.02222
Gm05,29100001,29200000,0.47808,0
Gm05,29300001,29400000,0.385583333333333,0.0782
Gm05,29400001,29500000,0.46044,0.129535
Gm05,29600001,29700000,0.387506666666667,0
Gm05,29700001,29800000,0.549664,0.031578
Gm05,29800001,29900000,0.882785,0
Gm05,29900001,30000000,0.282995,0
Gm05,30000001,30100000,0.27676,0.078895
Gm05,30100001,30200000,0.27516,0.157046666666667
Gm05,30200001,30300000,0.480185,0.0135625
Gm05,30300001,30400000,0.4131,0
Gm05,30400001,30500000,0.4232025,0
Gm05,30500001,30600000,0.11091,0.11895
Gm05,30600001,30700000,0.762655,0
Gm05,30700001,30800000,0.379056666666667,0.120253333333333
Gm05,30800001,30900000,0.563235,0.0484416666666667
Gm05,30900001,31000000,0.1843,0.294765714285714
Gm05,31000001,31100000,0.195647272727273,0.103709090909091
Gm05,31100001,31200000,0.131172307692308,0.19855
Gm05,31200001,31300000,0.147665833333333,0.331269166666667
Gm05,31300001,31400000,0.110728571428571,0.115112380952381
Gm05,31400001,31500000,0.163764285714286,0.119285714285714
Gm05,31500001,31600000,0.118691428571429,0.155621428571429
Gm05,31600001,31700000,0.131486363636364,0.0839645454545454
Gm05,31700001,31800000,0.072276,0.16515
Gm05,31800001,31900000,0.06844,0.09599
Gm05,31900001,32000000,0.139306666666667,0.09142
Gm05,32000001,32100000,0.10994,0.175293333333333
Gm05,32100001,32200000,0.35183,0.0514066666666667
Gm05,32300001,32400000,0.343067142857143,0.144792857142857
Gm05,32400001,32500000,0.74201,0.01036
Gm05,32500001,32600000,0.262463333333333,0.00849666666666667
Gm05,32600001,32700000,0.17073,0.0409381818181818
Gm05,32700001,32800000,0.168122,0.07352
Gm05,32800001,32900000,0.10349,0.20215
Gm05,32900001,33000000,0.119493333333333,0.0607644444444444
Gm05,33000001,33100000,0.186501,0.166356
Gm05,33100001,33200000,0.287633333333333,0.158723333333333
Gm05,33200001,33300000,0.468355,0.1411475
Gm05,33300001,33400000,0.39808125,0.13617
Gm05,33400001,33500000,0.470386666666667,0.09247
Gm05,33500001,33600000,0.322026666666667,0.0433233333333333
Gm05,33600001,33700000,0.152576111111111,0.0550344444444444
Gm05,33700001,33800000,0.187304285714286,0.0837521428571429
Gm05,33800001,33900000,0.2220125,0.114643333333333
Gm05,33900001,34000000,0.2919575,0.192335
Gm05,34000001,34100000,0.200132,0.105249
Gm05,34100001,34200000,0.331791428571429,0.106744285714286
Gm05,34200001,34300000,0.484765,0.115175
Gm05,34300001,34400000,0.45288,0.136451666666667
Gm05,34400001,34500000,0.25645,0.0632013333333333
Gm05,34500001,34600000,0.03065,0.0654533333333333
Gm05,34600001,34700000,0.238987,0.085027
Gm05,34700001,34800000,0.116265555555556,0.0511011111111111
Gm05,34800001,34900000,0.212267857142857,0.0568985714285714
Gm05,34900001,35000000,0.0275166666666667,0.110638333333333
Gm05,35000001,35100000,0.217473333333333,0.158606666666667
Gm05,35100001,35200000,0.0886225,0.04359
Gm05,35200001,35300000,0.170488333333333,0.0165166666666667
Gm05,35300001,35400000,0.120213,0.000132
Gm05,35400001,35500000,0.435096666666667,0.0239766666666667
Gm05,35500001,35600000,0.09827,0.0443528571428571
Gm05,35600001,35700000,0.158204666666667,0.117104666666667
Gm05,35700001,35800000,0.307879090909091,0.164319090909091
Gm05,35800001,35900000,0.29348375,0.03360125
Gm05,35900001,36000000,0.154396666666667,0.0755633333333333
Gm05,36000001,36100000,0.276948,0.214384
Gm05,36100001,36200000,0.32294,0.152704
Gm05,36200001,36300000,0.2177025,0.1261675
Gm05,36300001,36400000,0.293586,0.141332
Gm05,36400001,36500000,0.288676666666667,0.152127777777778
Gm05,36500001,36600000,0.21284625,0.27183625
Gm05,36600001,36700000,0.120465714285714,0.0891228571428572
Gm05,36700001,36800000,0.07413,0.0989944444444444
Gm05,36800001,36900000,0.186816666666667,0.19008
Gm05,36900001,37000000,0.135632,0.063838
Gm05,37000001,37100000,0.180033076923077,0.109100769230769
Gm05,37100001,37200000,0.2098125,0.100414166666667
Gm05,37200001,37300000,0.113516666666667,0.00242777777777778
Gm05,37300001,37400000,0.138568,0.022675
Gm05,37400001,37500000,0.132136875,0.06224
Gm05,37500001,37600000,0.123811428571429,0.0495707142857143
Gm05,37600001,37700000,0.22264,0.013234
Gm05,37700001,37800000,0.130608181818182,0.0147236363636364
Gm05,37800001,37900000,0.112687692307692,0.0273176923076923
Gm05,37900001,38000000,0.141885,0.00235611111111111
Gm05,38000001,38100000,0.20983,0.0242823076923077
Gm05,38100001,38200000,0.28195,0
Gm05,38200001,38300000,0.47572,0.343983333333333
Gm05,38400001,38500000,0.159138888888889,0.318708888888889
Gm05,38500001,38600000,0.079175,0.381635
Gm05,38600001,38700000,0.275031666666667,0.110333333333333
Gm05,38700001,38800000,0.0999435294117647,0.0358370588235294
Gm05,38800001,38900000,0.0820333333333333,0.0102411111111111
Gm05,38900001,39000000,0.147095,0.06331
Gm05,39000001,39100000,0.100723125,0.050378125
Gm05,39100001,39200000,0.361762307692308,0.100862307692308
Gm05,39200001,39300000,0.395235,0.100906
Gm05,39300001,39400000,0.121958666666667,0.212656666666667
Gm05,39400001,39500000,0.134065,0.111375
Gm05,39500001,39600000,0.122308235294118,0.0636994117647059
Gm05,39600001,39700000,0.23325100000000001,0.02514
Gm05,39700001,39800000,0.166138,0.063192
Gm05,39800001,39900000,0.176604444444444,0.121071111111111
Gm05,39900001,40000000,0.220321428571429,0.238042857142857
Gm05,40000001,40100000,0.144072,0.072449
Gm05,40100001,40200000,0.0488,0.153296666666667
Gm05,40200001,40300000,0.213754285714286,0.0866557142857143
Gm05,40300001,40400000,0.111223636363636,0.153485454545455
Gm05,40400001,40500000,0.0618176470588235,0.156232352941177
Gm05,40500001,40600000,0.202290833333333,0.219878333333333
Gm05,40600001,40700000,0.0852327272727273,0.102044545454545
Gm05,40700001,40800000,0.0610390909090909,0.0729490909090909
Gm05,40800001,40900000,0.121617222222222,0.0304227777777778
Gm05,40900001,41000000,0.0974107142857143,0.0267135714285714
Gm05,41000001,41100000,0.1166175,0.014094
Gm05,41100001,41200000,0.117341333333333,0.0336213333333333
Gm05,41200001,41300000,0.0947882758620689,0.0301372413793103
Gm05,41300001,41400000,0.108033684210526,0.0404089473684211
Gm05,41400001,41500000,0.0544841176470588,0.0838023529411765
Gm05,41500001,41600000,0.0933842857142857,0.0297128571428571
Gm05,41600001,41700000,0.0490588888888889,0.0646822222222222
Gm05,41700001,41800000,0.126345555555556,0.0193822222222222
Gm05,41800001,41900000,0.2599925,0.11954
Gm05,41900001,42000000,0.11754,0.0257014285714286
Gm06,1,100000,0.029365,0.403995
Gm06,100001,200000,0.03291,0.312975
Gm06,200001,300000,0.47355,0.02106
Gm06,300001,400000,0.39764,0.34991
Gm06,400001,500000,0.004495,0.24001
Gm06,500001,600000,0.099462,0.184014
Gm06,600001,700000,0.166088,0.21828
Gm06,700001,800000,0.283058,0.387224
Gm06,800001,900000,0.28839625,0.31738625
Gm06,900001,1000000,0.127076666666667,0.21905
Gm06,1000001,1100000,0.246193333333333,0.297466666666667
Gm06,1100001,1200000,0.105272,0.042312
Gm06,1200001,1300000,0.125178333333333,0.169831666666667
Gm06,1300001,1400000,0.32657,0.0620733333333333
Gm06,1400001,1500000,0.0678977777777778,0.114108888888889
Gm06,1500001,1600000,0.4532,0.04996
Gm06,1600001,1700000,0.335213333333333,0.118513333333333
Gm06,1700001,1800000,0.2429425,0.0802075
Gm06,1800001,1900000,0.45213,0.141275
Gm06,1900001,2000000,0.5336,0.05185
Gm06,2000001,2100000,0.45289,0.0800428571428572
Gm06,2100001,2200000,0.331308,0.215482
Gm06,2200001,2300000,0.607065,0.226945
Gm06,2300001,2400000,0.3377025,0.133185
Gm06,2400001,2500000,0.3182575,0.0681025
Gm06,2500001,2600000,0.250455,0.0118575
Gm06,2600001,2700000,0,0.28275
Gm06,2700001,2800000,0.00588333333333333,0.28697
Gm06,2900001,3000000,0.249546,0.283906
Gm06,3000001,3100000,0.00562,0.41873
Gm06,3100001,3200000,0.130915,0.19613
Gm06,3200001,3300000,0.520053333333333,0.133593333333333
Gm06,3300001,3400000,0.169698888888889,0.0580822222222222
Gm06,3400001,3500000,0.136057142857143,0.00264142857142857
Gm06,3500001,3600000,0.20584,0.0283
Gm06,3600001,3700000,0.22250125,0.1167725
Gm06,3700001,3800000,0.50719,0.12698
Gm06,3800001,3900000,0.422013333333333,0.0583966666666667
Gm06,3900001,4000000,0.01324,0.0313
Gm06,4000001,4100000,0.37546,0.033465
Gm06,4100001,4200000,0.208544,0.508462
Gm06,4200001,4300000,0.278478333333333,0.309208333333333
Gm06,4300001,4400000,0.0888583333333333,0.440056666666667
Gm06,4400001,4500000,0.21481,0.07973
Gm06,4500001,4600000,0.43712,0.24549
Gm06,4600001,4700000,0,0.02048
Gm06,4700001,4800000,0.289823333333333,0.110173333333333
Gm06,4800001,4900000,0.48482,0.10908
Gm06,4900001,5000000,0.36907,0.0107266666666667
Gm06,5000001,5100000,0.0111666666666667,0.0226533333333333
Gm06,5100001,5200000,0.0878225,0.2161725
Gm06,5200001,5300000,0.1144975,0.4100675
Gm06,5300001,5400000,0.0212733333333333,0.472983333333333
Gm06,5400001,5500000,0.18071,0.359488
Gm06,5500001,5600000,0.115866666666667,0.130193333333333
Gm06,5600001,5700000,0.239525,0.12142
Gm06,5700001,5800000,0.54492,0.13019
Gm06,5800001,5900000,0.2372,0.28044
Gm06,5900001,6000000,0.207634,0.151954
Gm06,6000001,6100000,0.124515,0.171748333333333
Gm06,6100001,6200000,0.26043,0.247745
Gm06,6200001,6300000,0.39057,0.181485
Gm06,6300001,6400000,0.193541666666667,0.162698333333333
Gm06,6400001,6500000,0.165486,0.230556
Gm06,6500001,6600000,0.172793333333333,0.397765
Gm06,6600001,6700000,0.230564,0.529756
Gm06,6700001,6800000,0.329875,0.0209125
Gm06,6800001,6900000,0.776375,0.025205
Gm06,6900001,7000000,0.162285714285714,0.0327685714285714
Gm06,7000001,7100000,0.601724,0.019276
Gm06,7100001,7200000,0.01298,0.01925
Gm06,7200001,7300000,0.305227142857143,0.0937485714285714
Gm06,7300001,7400000,0.400864,0.130002
Gm06,7400001,7500000,0.52631,0.0527383333333333
Gm06,7500001,7600000,0.0963833333333333,0.0364666666666667
Gm06,7600001,7700000,0.58163375,0.06831625
Gm06,7700001,7800000,0.0981172727272727,0.0631727272727273
Gm06,7800001,7900000,0.133406,0.039253
