,,,,,,
,,,,,,
Table supplementary S4. Genes expressed differently in cell lines compared with normal cervical epitheliuma,,,,,,
GEN SYMBOL,GENE ID,CHROMOSOME,CYTOBAND,GENE START,Score(d),Fold Changeb
SKP2,6502,5,5p13.2,36187946,6.3764132470764,3.05231251792833
NUP155,9631,5,5p13.2,37327698,6.36170815503735,3.20837683213791
FYB,2533,5,5p13.1,39141114,-10.031521640801,0.209145234868038
C7,730,5,5p13.1,40945356,-6.1053125840411,0.205226712859013
GHR,2690,5,5p12,42459783,-11.7612066151138,0.258893790242503
SEPP1,6414,5,5p12,42835739,-13.3311909932834,0.0228122656752857
LOC648987,648987,5,5p12,43051907,11.3112099825466,3.59743270601349
LOC100132356,100132356,5,5p12,43100978,6.44846206867267,2.78383097208096
C5orf34,375444,5,5p12,43522567,8.6092418866111,6.0521175112968
FGF10,2255,5,5p12,44340854,-9.3548262731832,0.318495126024728
MRPS30,10884,5,5p12,44844784,6.75309706259811,2.64070366996502
ARL15,54622,5,5q11.2,53216371,-9.34736690466522,0.298897430517044
GZMK,3003,5,5q11.2,54355864,-10.488764213072,0.0986430920622453
GZMA,3001,5,5q11.2,54434230,-7.8590324730957,0.280066568266876
DEPDC1B,55789,5,5q12.1,59928496,5.74833116606161,2.81093991659834
IPO11,51194,5,5q12.1,61744351,-6.15011574504938,0.504665528181061
LOC100130733,100130733,5,5q12.1,61909337,-6.15011574504938,0.504665528181061
RNF180,285671,5,5q12.2,63497427,-14.0098899131056,0.159599442443783
NLN,57486,5,5q12.3,65053841,7.42268845402299,2.47366897056507
MAST4,375449,5,5q12.3,65927932,-5.52135223979789,0.435831632809134
PIK3R1,5295,5,5q13.1,67558218,-8.48407210027757,0.064268383682413
CCNB1,891,5,5q13.2,68498669,9.30320413114845,6.82528039909784
CENPH,64946,5,5q13.2,68521131,11.3456061319104,3.5396298063355
LOC100133280,100133280,5,5q13.2,70104277,-6.318143785025811,0.4166271001166028
NAIP,4671,5,5q13.2,70300066,-7.972059675551181,0.204121166069511
ANKRA2,57763,5,5q13.2,72883919,-5.86067643077701,0.319085085873254
GCNT4,51301,5,5q13.3,74359045,-9.16320237131406,0.225977047408054
COL4A3BP,10087,5,5q13.3,74710821,-6.30296234683867,0.29134949193901
LOC100129566,100129566,5,5q13.3,75708247,5.33875271829605,2.13720268289539
IQGAP2,10788,5,5q13.3,75734905,-7.1685343281855,0.0967033000401715
SERINC5,256987,5,5q14.1,79443230,-9.62153828453601,0.176819172125367
LOC644936,644936,5,5q14.1,79631253,5.55940552424527,1.78136789724642
LOC441089,441089,5,5q14.1,79682180,9.24453381713058,2.41701643549431
DHFR,1719,5,5q14.1,79957801,5.06539984787185,3.19417258778355
RASGRF2,5924,5,5q14.1,80292314,-9.40422414251558,0.388319712341846
SSBP2,23635,5,5q14.1,80751428,-7.63537762178679,0.215714157002103
VCAN,1462,5,5q14.3,82803339,-15.9575830989658,0.0263697191599189
MEF2C,4208,5,5q14.3,88051922,-20.0859150169848,0.080502502030157
ARRDC3,57561,5,5q14.3,90700297,-8.37685870744733,0.170395688089047
ERAP2,64167,5,5q15,96241024,-7.28049671656001,0.177802518753394
LNPEP,4012,5,5q15,96297102,-7.88119713805887,0.268293284710932
ST8SIA4,7903,5,5q21.1,100170803,-12.9014939924322,0.214280471880136
C5orf13,9315,5,5q22.1,111092892,-5.60058040783102,0.292230415996187
PGGT1B,5229,5,5q22.3,114575476,-5.4673542183056,0.328133087953756
SEMA6A,57556,5,5q23.1,115807150,-12.2765256842597,0.221788330830991
SNCAIP,9627,5,5q23.2,121675719,-15.6329112601698,0.210190664595017
ZNF608,57507,5,5q23.2,124000509,-11.8372738332108,0.291329577173283
LMNB1,4001,5,5q23.2,126140732,6.69658574529414,2.83706518764588
SLC27A6,28965,5,5q23.3,128329109,-6.1330739439806,0.339358577409908
ADAMTS19,171019,5,5q23.3,128824002,-9.13886586264854,0.28825261146224
CHSY-2,337876,5,5q23.3,129268422,-5.54125426984283,0.529201993000756
PHF15,23338,5,5q31.1,133889697,5.20956808648221,1.53043067970152
CXCL14,9547,5,5q31.1,134934274,-28.2307088887877,0.0451263061297156
KLHL3,26249,5,5q31.2,136981088,-16.1412778358303,0.282748779133106
KIF20A,10112,5,5q31.2,137542784,13.523339071335,12.537659940296
CDC23,8697,5,5q31.2,137551236,10.395157745686545,7.175565098453605
CDC25C,995,5,5q31.2,137648858,11.8905128834439,4.41745814874995
FAM53C,51307,5,5q31.2,137701867,11.8905128834439,4.41745814874995
EGR1,1958,5,5q31.2,137829080,-7.53688785592532,0.133915771386416
HSPA9,3313,5,5q31.2,137918923,5.89060747841285,1.87700218986106
LOC492311,492311,5,5q31.3,139485705,-13.0878375727795,0.237905159733545
SRA1,10011,5,5q31.3,139909837,5.35888980833808,2.08583176437408
WDR55,54853,5,5q31.3,140024568,6.13991832587251,2.25236723074872
DND1,373863,5,5q31.3,140030565,6.13991832587251,2.25236723074872
PCDHB2,56133,5,5q31.3,140454421,-6.09072130378742,0.442278361974373
PCDHB4,56131,5,5q31.3,140481765,-11.0500090802927,0.194609397509211
PCDHB5,26167,5,5q31.3,140494984,-10.0192777917624,0.21384166042465
PCDHB7,56129,5,5q31.3,140532427,-5.37490688097423,0.629901484631763
PCDHB16,57717,5,5q31.3,140541164,-6.71493124328101,0.42789148256841
PCDHB10,56126,5,5q31.3,140552136,-7.67255318906802,0.384498120193774
PCDHB12,56124,5,5q31.3,140568475,-9.52924349691407,0.423738293408715
PCDHB14,56122,5,5q31.3,140583262,-5.78865797390122,0.324820359305982
PCDHB18,54660,5,5q31.3,140594120,-7.13957486619928,0.469939638547231
PCDHB15,56121,5,5q31.3,140605331,-6.43567117455058,0.29906599126221
PCDHGA1,56114,5,5q31.3,140690436,-9.93498849920262,0.53265028938554
PCDHGA2,56113,5,5q31.3,140698538,-9.93498849920262,0.53265028938554
PCDHGA3,56112,5,5q31.3,140703785,-9.93498849920262,0.53265028938554
PCDHGB1,56104,5,5q31.3,140710012,-9.93498849920262,0.53265028938554
PCDHGA4,56111,5,5q31.3,140714952,-9.93498849920262,0.53265028938554
PCDHGB2,56103,5,5q31.3,140719887,-9.93498849920262,0.53265028938554
PCDHGA5,56110,5,5q31.3,140724082,-9.93498849920262,0.53265028938554
PCDHGB3,56102,5,5q31.3,140730146,-9.93498849920262,0.53265028938554
PCDHGA6,56109,5,5q31.3,140733835,-9.93498849920262,0.53265028938554
PCDHGA7,56108,5,5q31.3,140742651,-9.93498849920262,0.53265028938554
PCDHGB4,8641,5,5q31.3,140747636,-9.93498849920262,0.53265028938554
PCDHGA8,9708,5,5q31.3,140751667,-9.93498849920262,0.53265028938554
PCDHGB5,56101,5,5q31.3,140757879,-9.93498849920262,0.53265028938554
PCDHGA9,56107,5,5q31.3,140762704,-9.93498849920262,0.53265028938554
PCDHGB6,56100,5,5q31.3,140767954,-9.93498849920262,0.53265028938554
PCDHGA10,56106,5,5q31.3,140772927,-9.93498849920262,0.53265028938554
PCDHGB7,56099,5,5q31.3,140777466,-9.93498849920262,0.53265028938554
PCDHGA11,56105,5,5q31.3,140780721,-9.93498849920262,0.53265028938554
PCDHGA12,26025,5,5q31.3,140790342,-9.93498849920262,0.53265028938554
PCDHGC3,5098,5,5q31.3,140835753,-9.93498849920262,0.53265028938554
PCDHGC4,56098,5,5q31.3,140844925,-9.93498849920262,0.53265028938554
PCDHGC5,56097,5,5q31.3,140848992,-9.93498849920262,0.53265028938554
DIAPH1,1729,5,5q31.3,140874772,6.53646788206022,2.15671540827595
RELL2,285613,5,5q31.3,140996779,5.13402586476797,1.68625411833226
FCHSD1,89848,5,5q31.3,140999053,5.13402586476797,1.68625411833226
ARHGAP26,23092,5,5q31.3,142130476,-6.49379706348529,0.310930436092123
DPYSL3,1809,5,5q32,146750564,-12.7263243536949,0.243330994222278
SPINK5,11005,5,5q33.1,147423759,-6.940202949942,0.02507073900996
SPINK7,84651,5,5q33.1,147672183,-8.30791698550628,0.0328540514501355
LOC728264,728264,5,5q33.1,148743536,-14.3918854669584,0.118262380971094
MIRN145,406937,5,5q33.1,148790401,-14.3918854669584,0.118262380971094
TIGD6,81789,5,5q33.1,149352874,5.24521071711351,1.70736849876758
KIAA0194,22993,5,5q33.1,149360047,5.24521071711351,1.70736849876758
CSF1R,1436,5,5q33.1,149413051,-9.50363827767606,0.337656807710991
PDGFRB,5159,5,5q33.1,149473595,-20.1633107059144,0.0797548436977723
TCOF1,6949,5,5q33.1,149717428,5.88922975015622,2.52288795099692
CD74,972,5,5q33.1,149761393,-21.3469293759736,0.034345385390908
LOC134466,134466,5,5q33.1,150290191,-6.45868976850701,0.49118021347868
GPX3,2878,5,5q33.1,150380192,-13.09230318008,0.171954687558654
CCDC69,26112,5,5q33.1,150540806,-10.1501436982443,0.249263733667584
GM2A,2760,5,5q33.1,150612837,-5.76863929482082,0.420887212557043
FAT2,2196,5,5q33.1,150863847,-6.8207427182975,0.153424373772867
SPARC,6678,5,5q33.1,151021201,-38.4435086903805,0.0127514872473918
C5orf4,10826,5,5q33.2,154178245,-8.62056339310655,0.266258969834236
MRPL22,29093,5,5q33.2,154300839,7.948187594911,2.95164145482092
KIF4B,285643,5,5q33.2,154373453,10.7429740114922,3.41517451040963
SGCD,6444,5,5q33.3,155686345,-7.27256656298527,0.346492500807346
HAVCR2,84868,5,5q33.3,156445421,-5.83979050710845,0.605278844867962
ITK,3702,5,5q33.3,156540485,-6.34169369822777,0.338462585043655
EBF1,1879,5,5q33.3,158058006,-9.7938068646912,0.226618914354265
WWC1,23286,5,5q35.1,167651670,10.8697228860258,3.15469413191285
LOC345630,345630,5,5q35.1,167889088,7.517216247846,1.90712494760954
SLIT3,6586,5,5q35.1,168025857,-11.609417622798,0.265512014497842
DOCK2,1794,5,5q35.1,168996871,-10.3611164873606,0.22079579473544
LCP2,3937,5,5q35.1,169607666,-11.8314167822048,0.264262557411543
GABRP,2568,5,5q35.1,170143343,-6.41306371227008,0.135685208994157
TLX3,30012,5,5q35.1,170668893,5.19649723519567,2.70953337286894
FGF18,8817,5,5q35.1,170779272,5.33476649409859,1.53510960572752
SFXN1,94081,5,5q35.2,174838189,7.85597649700078,2.93485616558006
THOC3,84321,5,5q35.2,175319140,6.27441659878666,2.152392315611835
PCLKC,54825,5,5q35.2,175908971,5.52690706840846,1.5806164558811
GPRIN1,114787,5,5q35.2,175955409,5.89431824800788,2.00119636003185
FGFR4,2264,5,5q35.2,176446527,5.14772107446109,2.53965225312357
LOC728554,728554,5,5q35.3,177234868,6.27441659878666,2.152392315611835
HNRPAB,3182,5,5q35.3,177564114,5.07518507213908,1.67457326799687
MGAT4B,11282,5,5q35.3,179156711,9.03875191989427,3.23336976031458
SQSTM1,8878,5,5q35.3,179180503,8.14474219169536,3.0014524083040897
SNORD95,619570,5,5q35.3,180602920,-5.68991022986586,0.360676458662777
OR4F3,26683,5,5q35.3,180726095,-6.87925203174958,0.437163563679081
IRF4,3662,6,6p25.3,336760,-8.33304799098658,0.498695676307144
FOXF2,2295,6,6p25.3,1335068,6.72393922580807,2.86925031145034
NRN1,51299,6,6p25.1,5943231,-10.524075264569,0.2470257543089
F13A1,2162,6,6p25.1,6089310,-14.1111883707042,0.0725019713571965
LY86,9450,6,6p25.1,6533933,-9.0983995004289,0.400912924736346
TFAP2A,7020,6,6p24.3,10504902,7.967286879681399,5.002755342484205
LOC100130275,100130275,6,6p24.3,10522811,9.1235835798825,2.88373917502699
C6orf218,221718,6,6p24.3,10537663,5.40714154404553,3.26052511690015
CCDC90A,63933,6,6p23,13898999,5.9590322140448,1.98989485288429
ATXN1,6310,6,6p22.3,16407322,-6.03131536408927,0.300642175510202
RBM24,221662,6,6p22.3,17390911,-9.4633241724365,0.304757063983552
ID4,3400,6,6p22.3,19945596,-8.86174635478844,0.240403699078201
E2F3,1871,6,6p22.3,20510377,9.37282194299296,2.47753267290049
GMNN,51053,6,6p22.2,24883143,6.83708491249579,4.72075670848812
C6orf32,9750,6,6p22.2,24947566,-10.9838245654514,0.311259372200554
CMAH,8418,6,6p22.2,25189274,-7.79911016664413,0.261967543184066
HIST1H1C,3006,6,6p22.1,26163894,6.21996317539584,3.25224636735134
HIST1H2BG,8339,6,6p22.1,26324407,5.67075363721837,2.13756464327919
HIST1H4G,8369,6,6p22.1,26354818,5.40503139793276,1.76508207177876
HIST1H3G,8355,6,6p22.1,26379125,7.83642691107665,4.01230343817401
HIST1H2BJ,8970,6,6p22.1,27208074,8.44657774753626,3.44448676180586
HIST1H2AG,8969,6,6p22.1,27208800,8.04165194821927,3.2360043564767
HIST1H2BK,85236,6,6p22.1,27214052,5.33343370062084,3.95739480136972
HIST1H4I,8294,6,6p22.1,27215067,5.5194725858633,2.71969028157291
HIST1H2AH,85235,6,6p22.1,27222887,5.4253613773975,2.94073313066249
ZNF204,7754,6,6p22.1,27433581,-6.48337264261626,0.16782886821924
HIST1H2AI,8329,6,6p22.1,27883956,6.04653320526046,4.3804690245463
HIST1H3H,8357,6,6p22.1,27885821,6.320462460068365,4.246305320780015
HIST1H2AK,8330,6,6p22.1,27913605,5.27688541420787,3.66593807646733
HIST1H2BN,8341,6,6p22.1,27914343,5.27688541420787,3.66593807646733
HIST1H2AM,8336,6,6p22.1,27968456,7.33660849419031,3.64411881907387
HIST1H2BO,8348,6,6p22.1,27969182,7.36031062093173,3.35142918425368
LOC222699,222699,6,6p22.1,28291095,5.10166899115289,1.70686873858056
GABBR1,2550,6,6p22.1,29677984,-6.85301552621216,0.33381301288554194
GNL1,2794,6,6p21.33,30621673,5.449267240274984,1.9282915205780302
ABCF1,23,6,6p21.33,30647149,7.85961990406487,2.54645701919094
TUBB,203068,6,6p21.33,30796136,5.45021698301867,2.17079275677534
GTF2H4,2968,6,6p21.33,30983956,5.1242706521647,2.25442284042607
VARS2,57176,6,6p21.33,30989961,5.1242706521647,2.25442284042607
C6orf205,394263,6,6p21.33,31059474,-9.74574451978131,0.030998381691437798
CCHCR1,54535,6,6p21.33,31218195,5.353169768797265,1.886150672114
MICB,4277,6,6p21.33,31573945,12.83939162532835,5.84023768242997
AIF1,199,6,6p21.33,31691012,-9.63689332230282,0.336271251413174
BAT2,7916,6,6p21.33,31696429,5.3081054686456,2.1461624354381197
BAT3,7917,6,6p21.33,31714784,5.683907456429374,2.44378238250846
HSPA1A,3303,6,6p21.33,31891316,6.628078065138953,2.002660151689212
HSPA1B,3304,6,6p21.32,31903503,6.628078065138953,2.002660151689212
C2,717,6,6p21.32,32003473,-5.568073396322021,0.39789428671914334
TNXA,7146,6,6p21.32,32084369,-6.04113926859329,0.46808593364092
TNXB,7148,6,6p21.32,32116911,-6.04113926859329,0.46808593364092
FKBPL,63943,6,6p21.32,32204462,5.78910336177041,1.96756220821936
HLA-DRA,3122,6,6p21.32,32515625,-27.6993769803921,0.018652897883281703
HLA-DQA1,3117,6,6p21.32,32713161,-6.03495637270203,0.26619109854167
HLA-DQA2,3118,6,6p21.32,32817141,-6.03495637270203,0.26619109854167
HLA-DMB,3109,6,6p21.32,33010393,-7.623722882165177,0.2277352919008632
HLA-DMA,3108,6,6p21.32,33024373,-6.979255353179401,0.26871019460762735
HLA-DPA1,3113,6,6p21.32,33140772,-30.125324842288833,0.0189524138457
HLA-DPB1,3115,6,6p21.32,33151738,-21.38818021944263,0.07768469082793487
DAXX,1616,6,6p21.32,33394367,5.337169256374037,1.9853618652642533
KIFC1,3833,6,6p21.32,33467583,6.55644013180754,4.470751668009365
BAK1,578,6,6p21.31,33648301,6.74858992066024,2.99063680972219
C6orf106,64771,6,6p21.31,34663043,7.59219987460198,1.8154683343446
SNRPC,6631,6,6p21.31,34833293,5.9435317443782,2.92080983818404
UHRF1BP1,54887,6,6p21.31,34867772,8.26443013188401,2.38111568818425
FKBP5,2289,6,6p21.31,35649345,-6.74815600954375,0.260028008322302
MAPK13,5603,6,6p21.31,36206240,-7.07380663738582,0.300673414685611
BTBD9,114781,6,6p21.2,38244205,-6.01924422527203,0.352010739537215
DAAM2,23500,6,6p21.2,39868771,-5.67265103907388,0.498700746152277
LOC221442,221442,6,6p21.1,41208063,-6.05757645649047,0.222833709479509
FOXP4,116113,6,6p21.1,41622142,5.73593757657204,1.98226326954481
BYSL,705,6,6p21.1,41996943,6.4397268058186,3.8134713207611
TRERF1,55809,6,6p21.1,42303842,-6.38075332598466,0.33445413797996
KIAA0240,23506,6,6p21.1,42896772,-8.44216913635706,0.556978946259124
C6orf153,88745,6,6p21.1,43097363,6.37436786995924,2.97866924383808
TTBK1,84630,6,6p21.1,43319200,5.46557587314613,1.54373542601002
XPO5,57510,6,6p21.1,43598050,6.36228646473513,2.14567987638743
MAD2L1BP,9587,6,6p21.1,43705257,5.1446651045917,1.66765728246556
CLIC5,53405,6,6p12.3,45974171,-5.92722754535267,0.305904722308306
TDRD6,221400,6,6p12.3,46763825,-6.38953279388624,0.306894663952329
PLA2G7,7941,6,6p12.3,46780237,-6.38953279388624,0.306894663952329
GPR116,221395,6,6p12.3,46928201,-13.7984442301337,0.187427030042989
CRISP3,10321,6,6p12.3,49803048,-17.6595426088648,0.0126779424405773
FTHP1,2509,6,6p12.3,50988102,5.16569417162518,2.04383977228732
MCM3,4172,6,6p12.2,52236771,6.69223487202597,3.57382060352175
GSTA4,2941,6,6p12.1,52950710,-13.6876136990592,0.199156704063688
COL21A1,81578,6,6p12.1,56029347,-13.1565302370534,0.193996930842597
PRIM2,5558,6,6p11.2,57290381,5.7328627831891,2.31883349993436
PTP4A1,7803,6,6q12,64339879,7.49348430452843,2.36146578619847
BAI3,577,6,6q13,69402353,-5.68811856916061,0.605303955296197
LMBRD1,55788,6,6q13,70442470,-5.91347919701309,0.365018481407471
FAM135A,57579,6,6q13,71179828,-5.85389076925578,0.215069599513433
MIRN30A,407029,6,6q13,72169974,5.32490534871776,2.24900819283026
DPPA5,340168,6,6q13,74119508,5.2503039120929,1.62481748127672
C6orf150,115004,6,6q13,74191577,7.17771464789261,3.01975258248664
SH3BGRL2,83699,6,6q14.1,80397719,-15.3810118999867,0.0727679275578868
DOPEY1,23033,6,6q14.2,83834104,-7.5434900266694,0.234595891069765
C6orf117,112609,6,6q14.3,84800139,-6.13192829856993,0.47722717964206
KIAA1009,22832,6,6q14.3,84890679,-7.24503987579104,0.352481012645485
NT5E,4907,6,6q14.3,86216528,-6.91238228382134,0.129447470862764
C6orf162,57150,6,6q15,88089025,-6.15139387753445,0.393338488350022
RARS2,57038,6,6q15,88280820,-7.39664130476582,0.4770679865846
RRAGD,58528,6,6q15,90134313,-7.94443421699437,0.127637787994011
ANKRD6,22881,6,6q15,90199616,-6.6882110273399,0.410134833110195
LYRM2,57226,6,6q15,90398664,-6.6882110273399,0.410134833110195
EPHA7,2045,6,6q16.1,94007860,-10.4774766593483,0.257188944460166
KIAA0776,23376,6,6q16.1,97076438,-5.41945357158131,0.278469732865741
FHL5,9457,6,6q16.1,97117156,-9.54551913366323,0.400865625734049
FBXL4,26235,6,6q16.2,99428322,-7.57291834200277,0.366383278576579
SIM1,6492,6,6q16.3,100943471,5.96442617659666,1.67411132418883
PRDM1,639,6,6q21,106640888,-5.75482122435521,0.159114141342672
ARMC2,84071,6,6q21,109276312,-6.55786550105726,0.5147584930508
SESN1,27244,6,6q21,109414338,-5.42811450339466,0.425802039957165
MICAL1,64780,6,6q21,109871958,-7.84919887810231,0.544341556020667
FIG4,9896,6,6q21,110119161,-6.62718526791835,0.483156910067748
CDC40,51362,6,6q21,110608317,-5.90749999150123,0.428475415075514
C6orf186,728464,6,6q21,110673842,-6.83855185964833,0.351156347013309
TUBE1,51175,6,6q21,112498673,-7.15296892526465,0.51728185812693
LOC619208,619208,6,6q21,112515367,-7.15296892526465,0.51728185812693
LAMA4,3910,6,6q21,112535827,-15.3312331882362,0.107327757904002
LOC442249,442249,6,6q21,112789332,7.59872225710382,3.5203775616232
KPNA5,3841,6,6q22.2,117109060,-5.93759126479687,0.340367942059377
PLN,5350,6,6q22.31,118976165,-8.15262154089594,0.30525273289277
MAN1A1,4121,6,6q22.31,119540965,-9.5361596590131,0.20790274090437
C6orf170,221322,6,6q22.31,121442326,-6.34529749678178,0.377346265132413
GJA1,2697,6,6q22.31,121798444,-43.0966830983473,0.0184813164180999
SMPDL3A,10924,6,6q22.31,123152123,-14.3105458166107,0.128720477074577
RNF146,81847,6,6q22.33,127629713,-5.74734829315006,0.386033703761878
KIAA0408,9729,6,6q22.33,127803428,-6.349732197527,0.597156839012116
C6orf174,387104,6,6q22.33,127813023,-6.349732197527,0.597156839012116
C6orf190,387357,6,6q22.33,128071038,-7.22722834786849,0.269323980936178
LAMA2,3908,6,6q22.33,129245979,-27.1293510728896,0.0488036676874139
L3MBTL3,84456,6,6q22.33,130381427,-8.93436409635717,0.236990686139791
SAMD3,154075,6,6q23.1,130507153,-6.6053714053251,0.542438556283786
AKAP7,9465,6,6q23.2,131508154,-8.55655560953785,0.369562907184883
ENPP1,5167,6,6q23.2,132170853,-5.51627884003719,0.224089030463918
CTGF,1490,6,6q23.2,132311009,-5.5311729021199,0.319812766009428
MOXD1,26002,6,6q23.2,132658887,-13.1655524246245,0.096935149225643
STX7,8417,6,6q23.2,132822848,-6.2340477093737,0.352029576474627
FAM54A,113115,6,6q23.3,136593861,7.22142751063612,2.78863519716501
PEX7,5191,6,6q23.3,137185416,-5.9803097244992,0.566268879197976
IL20RA,53832,6,6q23.3,137362801,-6.7785756076186,0.144171612842601
IFNGR1,3459,6,6q23.3,137560315,-6.00333092953377,0.298417321419021
HEBP2,23593,6,6q23.3,138767029,-5.45513192871432,0.34107816377785
FUCA2,2519,6,6q24.2,143857935,8.31643439332146,2.45758582510369
GRM1,2911,6,6q24.3,146392112,6.5128842043629,1.54601817889891
RAB32,10981,6,6q24.3,146906521,7.80443887986114,2.5278582795655
ULBP3,79465,6,6q25.1,150427436,7.54707916360419,2.02313807376141
PLEKHG1,57480,6,6q25.1,150962692,-8.09326030819961,0.263493083904279
MTHFD1L,25902,6,6q25.1,151228384,11.4465981151704,2.99534313759914
C6orf97,80129,6,6q25.1,151856920,-5.77496369110674,0.466850451459583
ESR1,2099,6,6q25.1,152170379,-27.9180427012928,0.061668843441474
SYNE1,23345,6,6q25.1,152484515,-7.22025375425287,0.299420070072219
MYCT1,80177,6,6q25.2,153060723,-9.83638279803462,0.264376845339675
FBXO5,26271,6,6q25.2,153333351,6.87705752691375,2.67315674211763
PIP3-E,26034,6,6q25.2,154517438,-7.31660241742474,0.443268438861409
TAGAP,117289,6,6q25.3,159376012,-6.17745638644399,0.491516419431467
TCP1,6950,6,6q25.3,160119520,5.30700998016915,1.74414743727834
SNORA20,677806,6,6q25.3,160121272,-8.71305177153592,0.227117558423394
BRP44L,51660,6,6q27,166698397,-6.53301344371722,0.374186798782738
C6orf123,26238,6,6q27,167931093,-5.41372962106965,0.649526533422117
LOC441179,441179,6,6q27,167938789,-5.41372962106965,0.649526533422117
SMOC2,64094,6,6q27,168584880,-9.09365021211598,0.217701119771898
THBS2,7058,6,6q27,169357800,-13.0695244884148,0.119319213914974
C6orf70,55780,6,6q27,169893646,-6.30695520088191,0.39753514521424
PDGFA,5154,7,7p22.3,503421,5.8021495307819,2.13257222068398
LOC100132080,100132080,7,7p22.3,506243,5.8021495307819,2.13257222068398
PRKAR1B,5575,7,7p22.3,555913,5.33991172728661,2.72454930691884
FLJ44124,641737,7,7p22.3,850067,-8.22991292541496,0.320759096170859
C7orf20,51608,7,7p22.3,882717,7.65060493933422,1.99125394044279
GPER,2852,7,7p22.3,1092969,5.51377768862351,1.95946067134992
MAFK,7975,7,7p22.3,1536894,8.78341522194622,2.21326157514448
TMEM184A,202915,7,7p22.3,1548397,8.78341522194622,2.21326157514448
MAD1L1,8379,7,7p22.3,1821954,6.25345372818426,1.70811362818827
EIF3B,8662,7,7p22.2,2361000,7.35747184687921,2.63177770023901
WIPI2,26100,7,7p22.1,5196361,7.7016853204742,1.89169633285596
FBXL18,80028,7,7p22.1,5481954,8.59886020687817,1.80376355118583
FSCN1,6624,7,7p22.1,5598980,5.12497945973291,2.95498269834129
EIF2AK1,27102,7,7p22.1,6029988,9.49160134463808,2.33352466535156
DAGLB,221955,7,7p22.1,6415285,6.76147695561419,3.02534166901764
RPA3,6119,7,7p21.3,7643100,11.0676012161952,2.13477348866177
ICA1,3382,7,7p21.3,8119339,-8.25199615626932,0.308999426724931
THSD7A,221981,7,7p21.3,11380695,-14.0945301606737,0.261833276482936
ETV1,2115,7,7p21.2,13897379,-5.92229760686197,0.430465926252322
AGR2,10551,7,7p21.1,16797960,-6.56862980400334,0.0467757004160325
HDAC9,9734,7,7p21.1,18501894,-5.7036950299596,0.518913317347036
GPNMB,10457,7,7p15.3,23252841,-7.11832107109634,0.0805796770328386
IGF2BP3,10643,7,7p15.3,23316353,6.77568458352397,5.53010369744682
JAZF1,221895,7,7p15.2,27836717,-6.50795595847195,0.332525653445498
C7orf41,222166,7,7p15.1,30141077,-7.45694847588321,0.303888457448021
GARS,2617,7,7p15.1,30600706,5.36981751679487,2.12341959857375
INMT,11185,7,7p15.1,30758276,-17.621298721895,0.120484855092866
AQP1,358,7,7p15.1,30917993,-17.621298721895,0.120484855092866
ADCYAP1R1,117,7,7p15.1,31058667,-6.05363994483576,0.361392899639187
RP9,6100,7,7p14.3,33100934,7.54872544037772,1.90672290651569
ANLN,54443,7,7p14.2,36395957,6.0892940588046,7.95167026493666
AOAH,313,7,7p14.2,36519134,-16.0022653178835,0.0994874828934253
ELMO1,9844,7,7p14.2,36860486,-19.6710638133297,0.113634358286052
GPR141,353345,7,7p14.1,37746521,-7.08138954002965,0.420725645708148
SFRP4,6424,7,7p14.1,37912068,-38.456307992082,0.00681227354871627
C7orf11,136647,7,7p14.1,40138867,8.78450336929992,2.16387300747703
MRPS24,64951,7,7p13,43872682,6.27221342450104,1.91854559291185
AEBP1,165,7,7p13,44110485,-16.2359286603077,0.141752509719477
IKZF1,10320,7,7p12.2,50411725,-6.34223968922695,0.370221178831438
ZNF713,349075,7,7p11.2,55947825,6.9592702094374,2.13988853528441
MRPS17,51373,7,7p11.2,55987105,6.9592702094374,2.13988853528441
GBAS,2631,7,7p11.2,55999790,6.9592702094374,2.13988853528441
ZNF107,51427,7,7q11.21,63763946,-5.82752780053702,0.396499110172305
ZNF138,7697,7,7q11.21,63892241,-7.65743988955332,0.361677502757074
LOC168474,168474,7,7q11.21,63947506,7.4123195995012,1.66425238221327
ZNF273,10793,7,7q11.21,64001055,-5.79851113526469,0.409679970851932
ZNF117,51351,7,7q11.21,64072265,-11.5543069498223,0.21082739519491
ERV3,2086,7,7q11.21,64088169,-9.735080620499675,0.19937472292081548
ASL,435,7,7q11.21,65178211,6.40929002060634,1.62089911489037
AUTS2,26053,7,7q11.22,68702255,-8.68031868767228,0.367370728188851
POM121,9883,7,7q11.23,71987872,5.29540141496507,2.12600926394829
NSUN5C,260294,7,7q11.23,72056768,5.56188174602181,1.67021365675556
NSUN5,55695,7,7q11.23,72355162,7.882690860836256,2.53233721874598
BCL7B,9275,7,7q11.23,72588622,6.19007724030205,1.96498931375761
WBSCR22,114049,7,7q11.23,72735834,6.44987923750547,2.37387672276366
EIF4H,7458,7,7q11.23,73226642,5.77589093765695,1.74945913536886
RFC2,5982,7,7q11.23,73283768,8.4207209198257,3.8757298569376
GTF2IRD1,9569,7,7q11.23,73506056,5.25172699742605,2.14283782361892
GTF2IRD2,84163,7,7q11.23,73848420,-5.618823511307625,0.3487397748152735
LOC389523,389523,7,7q11.23,73975505,5.07389512737811,2.00356516477005
GTF2IRD2B,389524,7,7q11.23,74146283,-5.618823511307625,0.3487397748152735
LOC729438,729438,7,7q11.23,74645541,5.07389512737811,2.00356516477005
